listing,offset,reference,title,document_type,download_id,download_url
Repealed Acts,2250,No. 9 of 1849,Appointment of Wardens-,amendment,65027,https://laws.gov.tt/ttdll-web/revision/download/65027?type=amendment
Repealed Acts,2250,No. 8 of 1849,"Division of Trinidad-Divisions, Counties, Districts, Wards",amendment,65029,https://laws.gov.tt/ttdll-web/revision/download/65029?type=amendment
Repealed Acts,2250,No. 7 of 1849,Defraying Expenses of Government 1850,amendment,65023,https://laws.gov.tt/ttdll-web/revision/download/65023?type=amendment
Repealed Acts,2250,No. 6 of 1849,To Consolidate and Amend-Police,amendment,65025,https://laws.gov.tt/ttdll-web/revision/download/65025?type=amendment
Repealed Acts,2250,No. 2 of 1849,Levying a rate on wards-appeal,amendment,65001,https://laws.gov.tt/ttdll-web/revision/download/65001?type=amendment
Repealed Acts,2250,No. 17 of 1848,Constituting-Board of Health,amendment,65013,https://laws.gov.tt/ttdll-web/revision/download/65013?type=amendment
Repealed Acts,2250,No. 16 of 1848,To regulate mode of Proceeding-Recovery of Penalties under 15 of 1847,amendment,65007,https://laws.gov.tt/ttdll-web/revision/download/65007?type=amendment
Repealed Acts,2250,No. 15 of 1848,To continue in force until 31.12.1849-3 of 1846,amendment,65009,https://laws.gov.tt/ttdll-web/revision/download/65009?type=amendment
Repealed Acts,2250,No. 14 of 1848,Appointing Commissioners to revise several Orders in Council and Ordinances passed from the day of the Constitution of the Legislative Council,amendment,64989,https://laws.gov.tt/ttdll-web/revision/download/64989?type=amendment
Repealed Acts,2250,No. 13 of 1848,To correct omissions in 11 of 1848,amendment,64987,https://laws.gov.tt/ttdll-web/revision/download/64987?type=amendment
Repealed Acts,2250,No. 12 of 1848,Regulating San Fernando Harbour,amendment,64985,https://laws.gov.tt/ttdll-web/revision/download/64985?type=amendment
Repealed Acts,2250,No. 11 of 1848,Commissioners of Roads-Returns,amendment,64983,https://laws.gov.tt/ttdll-web/revision/download/64983?type=amendment
Repealed Acts,2250,No. 10 of 1848,Removal of persons in possession of lands without proper claim or title,amendment,64997,https://laws.gov.tt/ttdll-web/revision/download/64997?type=amendment
Repealed Acts,2250,No. 9 of 1848,Proceedings-Criminal Cases,amendment,64995,https://laws.gov.tt/ttdll-web/revision/download/64995?type=amendment
Repealed Acts,2250,No. 8 of 1848,Defraying Expenses of Government 1849,amendment,64993,https://laws.gov.tt/ttdll-web/revision/download/64993?type=amendment
Repealed Acts,2250,No. 7 of 1848,"To continue inforce until 31.12,1848-8 of 1845",amendment,64991,https://laws.gov.tt/ttdll-web/revision/download/64991?type=amendment
Repealed Acts,2250,No. 6 of 1848,Sittings of Court-of-Appeal-Naparima-St. Joseph,amendment,64973,https://laws.gov.tt/ttdll-web/revision/download/64973?type=amendment
Repealed Acts,2250,No. 5 of 1848,To continue in force 3 of 1846-Roads,amendment,64971,https://laws.gov.tt/ttdll-web/revision/download/64971?type=amendment
Repealed Acts,2250,No. 4 of 1848,Administrating of Justice-The Supreme Civil Court Jurisdiction and Powers,amendment,64969,https://laws.gov.tt/ttdll-web/revision/download/64969?type=amendment
Repealed Acts,2250,No. 3 of 1848,Jurors and Juries-consolidating and Amending,amendment,64967,https://laws.gov.tt/ttdll-web/revision/download/64967?type=amendment
Repealed Acts,2250,No. 1 of 1848,Prevention of Accidents by Fire,amendment,64979,https://laws.gov.tt/ttdll-web/revision/download/64979?type=amendment
Repealed Acts,2250,No. 8 of 1847,Contracts of Service-Term,amendment,65063,https://laws.gov.tt/ttdll-web/revision/download/65063?type=amendment
Repealed Acts,2250,No. 7 of 1847,Quit rents-recovery,amendment,65065,https://laws.gov.tt/ttdll-web/revision/download/65065?type=amendment
Repealed Acts,2250,No. 2 of 1847,Proceedings-Criminal Cases to continue inforce,amendment,65061,https://laws.gov.tt/ttdll-web/revision/download/65061?type=amendment
Repealed Acts,2250,No. 1 of 1847,Immigration from India-1847,amendment,65059,https://laws.gov.tt/ttdll-web/revision/download/65059?type=amendment
Repealed Acts,2280,No. 22 of 1847,To continue in force 13 of 1844,amendment,64977,https://laws.gov.tt/ttdll-web/revision/download/64977?type=amendment
Repealed Acts,2280,No. 21 of 1847,Insolvent Debtors-Extending powers of the Court,amendment,64975,https://laws.gov.tt/ttdll-web/revision/download/64975?type=amendment
Repealed Acts,2280,No. 20 of 1847,For constituting Bodies Corporate in Rural Districts,amendment,65087,https://laws.gov.tt/ttdll-web/revision/download/65087?type=amendment
Repealed Acts,2280,No. 19 of 1847,For the appointment of Justice of the Peace and the Establishment of Court of Quarter and Petty Sessions,amendment,65089,https://laws.gov.tt/ttdll-web/revision/download/65089?type=amendment
Repealed Acts,2280,No. 18 of 1847,Defraying expenses of Government 1848,amendment,65091,https://laws.gov.tt/ttdll-web/revision/download/65091?type=amendment
Repealed Acts,2280,No. 17 of 1847,To repeal certain custom duties,amendment,65093,https://laws.gov.tt/ttdll-web/revision/download/65093?type=amendment
Repealed Acts,2280,No. 16 of 1847,To raise custom duties,amendment,65079,https://laws.gov.tt/ttdll-web/revision/download/65079?type=amendment
Repealed Acts,2280,No. 15 of 1847,To raise duty on rum etc.,amendment,65081,https://laws.gov.tt/ttdll-web/revision/download/65081?type=amendment
Repealed Acts,2280,No. 14 of 1847,To correct a clerical error in 12 of 1807,amendment,65083,https://laws.gov.tt/ttdll-web/revision/download/65083?type=amendment
Repealed Acts,2280,No. 12 of 1847,Appointment of a Registrar General,amendment,65071,https://laws.gov.tt/ttdll-web/revision/download/65071?type=amendment
Repealed Acts,2280,No. 11 of 1847,Division of Trinidad,amendment,65073,https://laws.gov.tt/ttdll-web/revision/download/65073?type=amendment
Repealed Acts,2280,No. 10 of 1847,Weights and Measures,amendment,65075,https://laws.gov.tt/ttdll-web/revision/download/65075?type=amendment
Repealed Acts,2280,No. 9 of 1847,Immigration,amendment,65077,https://laws.gov.tt/ttdll-web/revision/download/65077?type=amendment
Repealed Acts,2280,No. 5 of 1847,Immigration,amendment,65069,https://laws.gov.tt/ttdll-web/revision/download/65069?type=amendment
Repealed Acts,2280,No. 4 of 1847,To Suspend Ordinance 3 of 1847,amendment,65057,https://laws.gov.tt/ttdll-web/revision/download/65057?type=amendment
Repealed Acts,2280,No. 3 of 1847,Immigration,amendment,65055,https://laws.gov.tt/ttdll-web/revision/download/65055?type=amendment
Repealed Acts,2280,No. 14 of 1846,Immigration-Agricultural Labour,amendment,65049,https://laws.gov.tt/ttdll-web/revision/download/65049?type=amendment
Repealed Acts,2280,No. 10 of 1846,Criminal Sessions-to alter period 1846,amendment,65041,https://laws.gov.tt/ttdll-web/revision/download/65041?type=amendment
Repealed Acts,2280,No. 9 of 1846,Defraying Expenses of Government 1847,amendment,65039,https://laws.gov.tt/ttdll-web/revision/download/65039?type=amendment
Repealed Acts,2280,No. 8 of 1846,To amend Evidence,amendment,65045,https://laws.gov.tt/ttdll-web/revision/download/65045?type=amendment
Repealed Acts,2280,No. 7 of 1846,To amend 15 of 1845-Court of Appeal-Summary Convictions,amendment,65043,https://laws.gov.tt/ttdll-web/revision/download/65043?type=amendment
Repealed Acts,2280,No. 6 of 1846,Masters and Servants,amendment,65033,https://laws.gov.tt/ttdll-web/revision/download/65033?type=amendment
Repealed Acts,2280,No. 5 of 1846,Medical Board to amend Constitution,amendment,65031,https://laws.gov.tt/ttdll-web/revision/download/65031?type=amendment
Repealed Acts,2280,No. 4 of 1846,Enabling Governor to issue money to persons unable to comply with 10 of 1840,amendment,65037,https://laws.gov.tt/ttdll-web/revision/download/65037?type=amendment
Repealed Acts,2280,No. 3 of 1846,Roads and Bridges,amendment,65035,https://laws.gov.tt/ttdll-web/revision/download/65035?type=amendment
Repealed Acts,2280,No. 2 of 1846,Amending Usury Laws,amendment,65155,https://laws.gov.tt/ttdll-web/revision/download/65155?type=amendment
Repealed Acts,2280,No. 34 of 1845,Recovery of penalties and forfeiture,amendment,65147,https://laws.gov.tt/ttdll-web/revision/download/65147?type=amendment
Repealed Acts,2280,No. 33 of 1845,Constituting a Corporate Body San Fernando,amendment,65149,https://laws.gov.tt/ttdll-web/revision/download/65149?type=amendment
Repealed Acts,2280,No. 28 of 1845,Insolvent Debtors,amendment,65135,https://laws.gov.tt/ttdll-web/revision/download/65135?type=amendment
Repealed Acts,2280,No. 26 of 1845,Government Expenses-part of 1846,amendment,65131,https://laws.gov.tt/ttdll-web/revision/download/65131?type=amendment
Repealed Acts,2310,No. 36 of 1845,Covenants and Warranties-Assimilating with Law of England,amendment,65151,https://laws.gov.tt/ttdll-web/revision/download/65151?type=amendment
Repealed Acts,2310,No. 30 of 1845,Preventing the introduction of persons with Leprosy in Trinidad,amendment,65139,https://laws.gov.tt/ttdll-web/revision/download/65139?type=amendment
Repealed Acts,2310,No. 29 of 1845,Limits of Port-of-Spain,amendment,65141,https://laws.gov.tt/ttdll-web/revision/download/65141?type=amendment
Repealed Acts,2310,No. 27 of 1845,Rules and Orders made by Judges-Civil court,amendment,65137,https://laws.gov.tt/ttdll-web/revision/download/65137?type=amendment
Repealed Acts,2310,No. 24 of 1845,Inheritance-Assimilating to Law of England,amendment,65127,https://laws.gov.tt/ttdll-web/revision/download/65127?type=amendment
Repealed Acts,2310,No. 23 of 1845,Mortages-Assimilating to law of England,amendment,65129,https://laws.gov.tt/ttdll-web/revision/download/65129?type=amendment
Repealed Acts,2310,No. 22 of 1845,Further expenses of Government 1845,amendment,65125,https://laws.gov.tt/ttdll-web/revision/download/65125?type=amendment
Repealed Acts,2310,No. 21 of 1845,Defraying expenses of Government-1844,amendment,65123,https://laws.gov.tt/ttdll-web/revision/download/65123?type=amendment
Repealed Acts,2310,No. 20 of 1845,Supreme Civil Court-sitting in vacation,amendment,65121,https://laws.gov.tt/ttdll-web/revision/download/65121?type=amendment
Repealed Acts,2310,No. 18 of 1845,To amend Laws-Savings Banks,amendment,65117,https://laws.gov.tt/ttdll-web/revision/download/65117?type=amendment
Repealed Acts,2310,No. 16 of 1845,To regulate Court fees-Supreme Court for Criminal Prosecution,amendment,65113,https://laws.gov.tt/ttdll-web/revision/download/65113?type=amendment
Repealed Acts,2310,No. 15 of 1845,For establishing a Court of Appeal-Summary Conviction,amendment,65111,https://laws.gov.tt/ttdll-web/revision/download/65111?type=amendment
Repealed Acts,2310,No. 13 of 1845,To amend Ordinance 13 of 1839,amendment,65107,https://laws.gov.tt/ttdll-web/revision/download/65107?type=amendment
Repealed Acts,2310,No. 8 of 1845,Regulating form and manner-Criminal Cases,amendment,65097,https://laws.gov.tt/ttdll-web/revision/download/65097?type=amendment
Repealed Acts,2310,No. 7 of 1845,To amend and Consolidate Laws re Jury Lists,amendment,65095,https://laws.gov.tt/ttdll-web/revision/download/65095?type=amendment
Repealed Acts,2310,No. 5 of 1845,For the better Administration of justice and extending the benefit of Trial by Jury to Civil Cases and assimilating proceedings in Civil Actions to that of Courts of Common Law at Westminister,amendment,64679,https://laws.gov.tt/ttdll-web/revision/download/64679?type=amendment
Repealed Acts,2310,No. 4 of 1845,Regulating Probate of Wills etc.,amendment,64685,https://laws.gov.tt/ttdll-web/revision/download/64685?type=amendment
Repealed Acts,2310,No. 1 of 1845,Arbitration-Assimilating to English Law,amendment,64687,https://laws.gov.tt/ttdll-web/revision/download/64687?type=amendment
Repealed Acts,2310,No. 20 of 1844,To amend 2 of 1844,amendment,64693,https://laws.gov.tt/ttdll-web/revision/download/64693?type=amendment
Repealed Acts,2310,No. 19 of 1844,Payment of expenses-Immigrants from Asia-Extending 2 of 1843,amendment,64691,https://laws.gov.tt/ttdll-web/revision/download/64691?type=amendment
Repealed Acts,2310,No. 18 of 1844,Raising money-Immigration-Agricultural Labour from India,amendment,64697,https://laws.gov.tt/ttdll-web/revision/download/64697?type=amendment
Repealed Acts,2310,No. 17 of 1844,To amend 12 of 1844,amendment,64695,https://laws.gov.tt/ttdll-web/revision/download/64695?type=amendment
Repealed Acts,2310,No. 16 of 1844,Regulating the duties of the Clergy-United Church of England and Ireland in Trinidad,amendment,64701,https://laws.gov.tt/ttdll-web/revision/download/64701?type=amendment
Repealed Acts,2310,No. 15 of 1844,Raising duties on imports and exports,amendment,64699,https://laws.gov.tt/ttdll-web/revision/download/64699?type=amendment
Repealed Acts,2310,No. 12 of 1844,Persons to serve as jurors,amendment,64709,https://laws.gov.tt/ttdll-web/revision/download/64709?type=amendment
Repealed Acts,2310,No. 10 of 1844,For the safe custody of insane persons charged with offences,amendment,64647,https://laws.gov.tt/ttdll-web/revision/download/64647?type=amendment
Repealed Acts,2310,No. 4 of 1844,Port-of-Spain Town Council-Levy of Rates on houses,amendment,64655,https://laws.gov.tt/ttdll-web/revision/download/64655?type=amendment
Repealed Acts,2310,No. 3 of 1844,To repeal-9 of 1841-Periodic Accounts of Population,amendment,64657,https://laws.gov.tt/ttdll-web/revision/download/64657?type=amendment
Repealed Acts,2310,No. 2 of 1844,Consolidating and amending Laws-Roads and Bridges,amendment,64659,https://laws.gov.tt/ttdll-web/revision/download/64659?type=amendment
Repealed Acts,2310,No. 1 of 1844,Assimilating Laws re Wills to English law,amendment,64661,https://laws.gov.tt/ttdll-web/revision/download/64661?type=amendment
Repealed Acts,2340,No. 14 of 1844,To vest in the husband on marriage the same interest in the real and personal estate of the wife as he would take according to the Law of England-to take away the right of Ganancias and to make provision for the widows in lieu these of,amendment,64705,https://laws.gov.tt/ttdll-web/revision/download/64705?type=amendment
Repealed Acts,2340,No. 13 of 1844,Regulating Proceedings in Criminal Cases,amendment,64703,https://laws.gov.tt/ttdll-web/revision/download/64703?type=amendment
Repealed Acts,2340,No. 8 of 1843,To continue inforce until 31.12.1844-7 of 1832,amendment,64663,https://laws.gov.tt/ttdll-web/revision/download/64663?type=amendment
Repealed Acts,2340,No. 6 of 1843,To alter and amend Laws-restraining free disposition of property,amendment,64667,https://laws.gov.tt/ttdll-web/revision/download/64667?type=amendment
Repealed Acts,2340,No. 4 of 1843,Defraying expenses of Government,amendment,64671,https://laws.gov.tt/ttdll-web/revision/download/64671?type=amendment
Repealed Acts,2340,No. 3 of 1843,To expand and amend ordinance 1 of 1843,amendment,64673,https://laws.gov.tt/ttdll-web/revision/download/64673?type=amendment
Repealed Acts,2340,No. 1 of 1843,To amend Laws-Duties of Imports-tonnage-wharfage,amendment,64677,https://laws.gov.tt/ttdll-web/revision/download/64677?type=amendment
Repealed Acts,2340,No. 17 of 1842,To Prohibit-setting of spring guns and mantraps,amendment,64747,https://laws.gov.tt/ttdll-web/revision/download/64747?type=amendment
Repealed Acts,2340,No. 14 of 1842,Laws relating to Coin-Assimilating to English Law,amendment,64757,https://laws.gov.tt/ttdll-web/revision/download/64757?type=amendment
Repealed Acts,2340,No. 13 of 1842,Forgery-Assimilating to English Law,amendment,64755,https://laws.gov.tt/ttdll-web/revision/download/64755?type=amendment
Repealed Acts,2340,No. 12 of 1842,Malicious Injury to Property-Assimilating to English Law,amendment,64753,https://laws.gov.tt/ttdll-web/revision/download/64753?type=amendment
Repealed Acts,2340,No. 9 of 1842,To amend 5 of l842,amendment,64751,https://laws.gov.tt/ttdll-web/revision/download/64751?type=amendment
Repealed Acts,2340,No. 8 of 1842,Constructing Water Works Port-of-Spain,amendment,64765,https://laws.gov.tt/ttdll-web/revision/download/64765?type=amendment
Repealed Acts,2340,No. 6 of 1842,Defraying Expenses of Government,amendment,64761,https://laws.gov.tt/ttdll-web/revision/download/64761?type=amendment
Repealed Acts,2340,No. 5 of 1842,To amend 11 of 1839,amendment,64759,https://laws.gov.tt/ttdll-web/revision/download/64759?type=amendment
Repealed Acts,2340,No. 4 of 1842,To amend 4 of 1841,amendment,64773,https://laws.gov.tt/ttdll-web/revision/download/64773?type=amendment
Repealed Acts,2340,No. 3 of 1842,To amend 2 of 1841,amendment,64771,https://laws.gov.tt/ttdll-web/revision/download/64771?type=amendment
Repealed Acts,2340,No. 1 of 1842,Regulating the storing of gun powder,amendment,64767,https://laws.gov.tt/ttdll-web/revision/download/64767?type=amendment
Repealed Acts,2340,No. 14 of 1841,To continue inforce until 13.12.1843-7 of 1832,amendment,64715,https://laws.gov.tt/ttdll-web/revision/download/64715?type=amendment
Repealed Acts,2340,No. 10 of 1841,To regulate admission-Conveyancers,amendment,64713,https://laws.gov.tt/ttdll-web/revision/download/64713?type=amendment
Repealed Acts,2340,No. 9 of 1841,To take periodical counts of population,amendment,64723,https://laws.gov.tt/ttdll-web/revision/download/64723?type=amendment
Repealed Acts,2340,No. 8 of 1841,To repeal 12 of 1839,amendment,64725,https://laws.gov.tt/ttdll-web/revision/download/64725?type=amendment
Repealed Acts,2340,No. 7 of 1841,Establishment of Lepper Ayslum,amendment,64719,https://laws.gov.tt/ttdll-web/revision/download/64719?type=amendment
Repealed Acts,2340,No. 6 of 1841,Establishment of ferries,amendment,64721,https://laws.gov.tt/ttdll-web/revision/download/64721?type=amendment
Repealed Acts,2340,No. 5 of 1841,To provide for duties performed by Clerks of Police under 14 of 1839,amendment,64731,https://laws.gov.tt/ttdll-web/revision/download/64731?type=amendment
Repealed Acts,2340,No. 4 of 1841,To vest in a Commissioner powers exercised by Police and Magistrates under 19 of 1838,amendment,64733,https://laws.gov.tt/ttdll-web/revision/download/64733?type=amendment
Repealed Acts,2340,No. 3 of 1841,To declare the powers of the Council of Government to punish contempt and breach of privilege,amendment,64727,https://laws.gov.tt/ttdll-web/revision/download/64727?type=amendment
Repealed Acts,2340,No. 2 of 1841,To consolidate laws re Police,amendment,64729,https://laws.gov.tt/ttdll-web/revision/download/64729?type=amendment
Repealed Acts,2340,No. 1 of 1841,To prevent cruelty to animals,amendment,64739,https://laws.gov.tt/ttdll-web/revision/download/64739?type=amendment
Repealed Acts,2340,No. 6 of 1840,Regulating the powers-Constitution and Elections the Corporate Body-the Illustrious Cabildo of Port-of-Spain,amendment,64833,https://laws.gov.tt/ttdll-web/revision/download/64833?type=amendment
Repealed Acts,2370,No. 17 of 1840,To establish a public Hospital,amendment,64741,https://laws.gov.tt/ttdll-web/revision/download/64741?type=amendment
Repealed Acts,2370,No. 16 of 1840,"To continue in force until 30.6.1841-3 of 1838, 16 of 1838, 3 of 1839-6 of 1839",amendment,64735,https://laws.gov.tt/ttdll-web/revision/download/64735?type=amendment
Repealed Acts,2370,No. 15 of 1840,To alter and amend 6 of 1840-Cabildo,amendment,64737,https://laws.gov.tt/ttdll-web/revision/download/64737?type=amendment
Repealed Acts,2370,No. 14 of 1840,Steam Navigation between England and Trinidad-Mail and passengers,amendment,64817,https://laws.gov.tt/ttdll-web/revision/download/64817?type=amendment
Repealed Acts,2370,No. 13 of 1840,To establish a rate-passengers on merchant Vessels,amendment,64815,https://laws.gov.tt/ttdll-web/revision/download/64815?type=amendment
Repealed Acts,2370,No. 12 of 1840,To facilitate recovery of possession-tenements,amendment,64821,https://laws.gov.tt/ttdll-web/revision/download/64821?type=amendment
Repealed Acts,2370,No. 11 of 1840,To revive and make permanent 13 of 1838,amendment,64819,https://laws.gov.tt/ttdll-web/revision/download/64819?type=amendment
Repealed Acts,2370,No. 10 of 1840,For regulating buildings in Port-of-Spain,amendment,64809,https://laws.gov.tt/ttdll-web/revision/download/64809?type=amendment
Repealed Acts,2370,No. 8 of 1840,To continue inforce until 31.12.1840-3 of 1838; 16 of 1838; 3 of 1839; 6 of 1839,amendment,64813,https://laws.gov.tt/ttdll-web/revision/download/64813?type=amendment
Repealed Acts,2370,No. 7 of 1840,To remove doubts concerning 1 of 1838,amendment,64811,https://laws.gov.tt/ttdll-web/revision/download/64811?type=amendment
Repealed Acts,2370,No. 5 of 1840,Regulating the Harbour of Port-of-Spain,amendment,64831,https://laws.gov.tt/ttdll-web/revision/download/64831?type=amendment
Repealed Acts,2370,No. 4 of 1840,Regulating Licensing of Hucksters etc.,amendment,64837,https://laws.gov.tt/ttdll-web/revision/download/64837?type=amendment
Repealed Acts,2370,No. 3 of 1840,"To amend 3 of 1835; 3 of 1838, 11 of 1839",amendment,64835,https://laws.gov.tt/ttdll-web/revision/download/64835?type=amendment
Repealed Acts,2370,No. 2 of 1840,To repeal the seventh clause of 15 of 1838,amendment,64825,https://laws.gov.tt/ttdll-web/revision/download/64825?type=amendment
Repealed Acts,2370,No. 1 of 1840,To revive and continue in force until 1.8.1840-13 of 1836,amendment,64823,https://laws.gov.tt/ttdll-web/revision/download/64823?type=amendment
Repealed Acts,2370,No. 14 of 1839,To establish Petty Sessions,amendment,64829,https://laws.gov.tt/ttdll-web/revision/download/64829?type=amendment
Repealed Acts,2370,No. 13 of 1839,"To continue in force until 1.8.1840-3 of 1838; 16 of 1838, 6 of 1839",amendment,64827,https://laws.gov.tt/ttdll-web/revision/download/64827?type=amendment
Repealed Acts,2370,No. 12 of 1839,"Annual returns-Births, Deaths, Marriages",amendment,64783,https://laws.gov.tt/ttdll-web/revision/download/64783?type=amendment
Repealed Acts,2370,No. 11 of 1839,"To consolidate and amend-Roads, Bridges etc.",amendment,64785,https://laws.gov.tt/ttdll-web/revision/download/64785?type=amendment
Repealed Acts,2370,No. 10 of 1839,"To continue inforce until 31,12.1841-Ordinance 7 of 1832",amendment,64787,https://laws.gov.tt/ttdll-web/revision/download/64787?type=amendment
Repealed Acts,2370,No. 9 of 1839,To explain 19 of 1838 and indemnify Magistrates etc.,amendment,64789,https://laws.gov.tt/ttdll-web/revision/download/64789?type=amendment
Repealed Acts,2370,No. 8 of 1839,Calling in Arms and Accoutrements of the Militia,amendment,64775,https://laws.gov.tt/ttdll-web/revision/download/64775?type=amendment
Repealed Acts,2370,No. 7 of 1839,Vesting the San Fernando Wharf in His Majesty,amendment,64777,https://laws.gov.tt/ttdll-web/revision/download/64777?type=amendment
Repealed Acts,2370,No. 6 of 1839,To amend 3 of 1838,amendment,64779,https://laws.gov.tt/ttdll-web/revision/download/64779?type=amendment
Repealed Acts,2370,No. 5 of 1839,Encouragement of Immigration,amendment,64781,https://laws.gov.tt/ttdll-web/revision/download/64781?type=amendment
Repealed Acts,2370,No. 4 of 1839,To amend Laws-re Savings Banks,amendment,64799,https://laws.gov.tt/ttdll-web/revision/download/64799?type=amendment
Repealed Acts,2370,No. 3 of 1839,To amend 3 of 1838,amendment,64801,https://laws.gov.tt/ttdll-web/revision/download/64801?type=amendment
Repealed Acts,2370,No. 18 of 1838,To continue in force until 31.12.1839-Ordinance 7 of 1832,amendment,64797,https://laws.gov.tt/ttdll-web/revision/download/64797?type=amendment
Repealed Acts,2370,No. 11 of 1838,To declare the meaning of the word Governor,amendment,64873,https://laws.gov.tt/ttdll-web/revision/download/64873?type=amendment
Repealed Acts,2370,No. 5 of 1838,Common Assaults and batteries-Summary punishment,amendment,64893,https://laws.gov.tt/ttdll-web/revision/download/64893?type=amendment
Repealed Acts,2400,No. 19 of 1838,Improving-Petty Civil Court Actions,amendment,64795,https://laws.gov.tt/ttdll-web/revision/download/64795?type=amendment
Repealed Acts,2400,No. 17 of 1838,To facilitate immigration-Agricultural Labour,amendment,64885,https://laws.gov.tt/ttdll-web/revision/download/64885?type=amendment
Repealed Acts,2400,No. 16 of 1838,To amend Ordinance 3 of 1838,amendment,64883,https://laws.gov.tt/ttdll-web/revision/download/64883?type=amendment
Repealed Acts,2400,No. 15 of 1838,Preventing Trespass-cattle and other animals,amendment,64881,https://laws.gov.tt/ttdll-web/revision/download/64881?type=amendment
Repealed Acts,2400,No. 14 of 1838,To amend 9 of 1837,amendment,64879,https://laws.gov.tt/ttdll-web/revision/download/64879?type=amendment
Repealed Acts,2400,No. 13 of 1838,"Regulation of Hucksters, pedlars and hawkers",amendment,64877,https://laws.gov.tt/ttdll-web/revision/download/64877?type=amendment
Repealed Acts,2400,No. 12 of 1838,"To consolidate and assimilate-Vagrants, rogues etc., to Law of England",amendment,64875,https://laws.gov.tt/ttdll-web/revision/download/64875?type=amendment
Repealed Acts,2400,No. 10 of 1838,Raising Revenue-Licences from retailing rum etc.,amendment,64871,https://laws.gov.tt/ttdll-web/revision/download/64871?type=amendment
Repealed Acts,2400,No. 3 of 1838,To establish a system of Rural Police,amendment,64889,https://laws.gov.tt/ttdll-web/revision/download/64889?type=amendment
Repealed Acts,2400,No. 2 of 1838,Abolition of praedial apprenticed labour from 1.8.1839,amendment,64887,https://laws.gov.tt/ttdll-web/revision/download/64887?type=amendment
Repealed Acts,2400,No. 1 of 1838,Appointing a Marshal-transferring duties of Alquazil Mayors to Marshal,amendment,64851,https://laws.gov.tt/ttdll-web/revision/download/64851?type=amendment
Repealed Acts,2400,No. 12 of 1837,Regulating summary procedure,amendment,64853,https://laws.gov.tt/ttdll-web/revision/download/64853?type=amendment
Repealed Acts,2400,No. 11 of 1837,Improving the Police in Port-of-Spain,amendment,64847,https://laws.gov.tt/ttdll-web/revision/download/64847?type=amendment
Repealed Acts,2400,No. 10 of 1837,"Repealing-Ordinances, Proclamations certain rules and Regulations of Police",amendment,64849,https://laws.gov.tt/ttdll-web/revision/download/64849?type=amendment
Repealed Acts,2400,No. 8 of 1837,Raising revenue Licence to retail rum etc.,amendment,64845,https://laws.gov.tt/ttdll-web/revision/download/64845?type=amendment
Repealed Acts,2400,No. 7 of 1837,To empower the Secretary and Registrar of Deeds to perfect the registration of certain deeds etc.,amendment,64839,https://laws.gov.tt/ttdll-web/revision/download/64839?type=amendment
Repealed Acts,2400,No. 6 of 1837,Raising Revenue-Licences to retail rum,amendment,64841,https://laws.gov.tt/ttdll-web/revision/download/64841?type=amendment
Repealed Acts,2400,No. 5 of 1837,Regulating the keeping and Storing of Gunpowder,amendment,64867,https://laws.gov.tt/ttdll-web/revision/download/64867?type=amendment
Repealed Acts,2400,No. 4 of 1837,To continue in force until 31.12.1838-Ordinance 7 of 1832,amendment,64869,https://laws.gov.tt/ttdll-web/revision/download/64869?type=amendment
Repealed Acts,2400,No. 2 of 1837,Ordering and Regulating the Militia Forces,amendment,64865,https://laws.gov.tt/ttdll-web/revision/download/64865?type=amendment
Repealed Acts,2400,No. 1 of 1837,To carry into effect 17 of 1836-(without publication in the Gazette as required by the Ordinance),amendment,64859,https://laws.gov.tt/ttdll-web/revision/download/64859?type=amendment
Repealed Acts,2400,No. 20 of 1836,To continue and amend 9 of 1834,amendment,64861,https://laws.gov.tt/ttdll-web/revision/download/64861?type=amendment
Repealed Acts,2400,No. 19 of 1836,To amend and explain 17 of 1836,amendment,64855,https://laws.gov.tt/ttdll-web/revision/download/64855?type=amendment
Repealed Acts,2400,No. 18 of 1836,To continue and amend Ordinance 4 of 1835,amendment,64857,https://laws.gov.tt/ttdll-web/revision/download/64857?type=amendment
Repealed Acts,2400,No. 17 of 1836,Making and Repairing Roads and Bridges,amendment,64083,https://laws.gov.tt/ttdll-web/revision/download/64083?type=amendment
Repealed Acts,2400,No. 14 of 1836,Regulating deeds and Contracts by Married Women,amendment,64081,https://laws.gov.tt/ttdll-web/revision/download/64081?type=amendment
Repealed Acts,2400,No. 9 of 1836,Assimilating Bills of Exchange and Promissory Notes-to Laws of England,amendment,64099,https://laws.gov.tt/ttdll-web/revision/download/64099?type=amendment
Repealed Acts,2400,No. 3 of 1836,To legalise all the entries made-the late Registrar of Slaves,amendment,64087,https://laws.gov.tt/ttdll-web/revision/download/64087?type=amendment
Repealed Acts,2400,No. 2 of 1836,To continue in force until 1.10.1836-Ordinance 7 of 1834,amendment,64089,https://laws.gov.tt/ttdll-web/revision/download/64089?type=amendment
Repealed Acts,2400,No. 1 of 1836,Renumeration of Alguazils,amendment,64117,https://laws.gov.tt/ttdll-web/revision/download/64117?type=amendment
Repealed Acts,2430,No. 15 of 1836,To continue in force until 1.3.1837-Ordinance 7 of 1834,amendment,64079,https://laws.gov.tt/ttdll-web/revision/download/64079?type=amendment
Repealed Acts,2430,No. 13 of 1836,To continue in force until 1.11.1837-Ordinance 7 of 1832,amendment,64075,https://laws.gov.tt/ttdll-web/revision/download/64075?type=amendment
